Order,Property Id,DOF Gross Floor Area,Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Weather Normalized Source EUI (kBtu/ft²),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Property GFA - Self-Reported (ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Source EUI (kBtu/ft²),Latitude,Longitude,Community Board,Council District,Census Tract,time_since_first,Borough_Bronx,Borough_Brooklyn,Borough_Manhattan,Borough_Queens,Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Office,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
3290,4699004,59824.0,59825.0,1916,1,95,72.3,79.2,3.4,0.7,107.3,3619160.6,40511.0,704305.6,201861.8,257.6,192.2,65.4,59825.0,2363.1,39.5,100.5,40.783233,-73.97245600000001,7.0,6.0,169.0,2483821.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14026,4952730,214152.0,214152.0,1956,3,100,78.0,83.4,4.6,0.7,120.7,13219305.6,144567.8,3478492.4,995515.8,1024.9,702.1,322.8,214152.0,,,115.8,,,,,,5860320.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11448,2658651,75000.0,75000.0,1938,1,100,97.8,102.5,3.3,0.9,130.9,6042800.1,64324.0,880120.7,247103.3,433.4,351.7,81.7,75000.0,,,127.0,40.605803,-73.960767,15.0,48.0,554.0,2919373.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13215,2644735,68946.0,80437.0,1936,1,100,66.5,71.0,2.6,0.6,93.4,4609799.9,49897.4,740815.0,212062.4,313.6,244.8,68.7,80437.0,4035.0,50.16,89.1,,,,,,5415121.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7047,2963923,56000.0,56000.0,1922,1,100,154.8,163.0,7.9,1.4,227.2,7116009.4,76220.6,1552995.3,440737.9,522.1,378.0,144.1,56000.0,2285.9,40.82,220.5,40.850106,-73.90545999999999,5.0,15.0,23502.0,5512504.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4128,2670497,127293.0,136385.0,1929,1,100,61.4,64.9,4.4,0.0,107.1,86940.0,869.4,2117920.5,601324.5,610.6,4.6,605.9,136385.0,,,103.8,40.758184,-73.96008499999999,6.0,5.0,10601.0,5894753.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3305,2704314,126045.0,130292.0,1929,1,100,62.6,67.4,3.5,0.6,95.7,6813734.1,75027.2,1650708.1,473309.4,515.1,361.9,153.2,135251.0,3522.5,26.04,91.2,40.785879,-73.970703,7.0,6.0,173.0,5600083.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716,4405909,139629.0,164243.0,1926,1,60,30.7,30.0,8.8,0.0,94.1,2097.6,24.8,5045624.7,1442026.1,468.3,0.1,468.2,164243.0,2112.1,12.86,96.5,40.753514,-73.990728,5.0,3.0,109.0,4464578.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12646,4408012,73800.0,75500.0,1950,1,100,90.6,96.2,4.8,0.8,135.4,5291070.4,57397.8,1271707.3,365492.7,419.5,301.5,118.0,75500.0,4898.2,64.88,130.2,,,,,,5867312.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3814,4038126,862071.0,815186.0,1929,1,85,93.7,97.7,12.5,,199.8,,,35317433.7,10151698.7,6003.7,0.0,6003.7,815186.0,14977.6,18.37,196.6,40.750879,-73.976472,5.0,4.0,80.0,5890383.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2845,4335309,230000.0,230000.0,2003,1,100,148.5,153.7,11.8,1.1,245.7,24644665.7,260591.8,9500402.8,2720068.7,2190.6,1309.0,881.6,230000.0,,,242.2,40.757831,-73.991189,4.0,3.0,121.0,5617527.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6860,2918458,59889.0,60000.0,1955,1,100,30.1,34.2,2.0,0.3,50.2,1391730.0,16405.5,411555.4,120620.0,112.1,73.9,38.2,60000.0,73.2,1.22,45.9,40.811836,-73.895262,2.0,17.0,93.0,5593745.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10665,3094813,126342.0,126500.0,1931,1,100,85.9,92.0,3.6,0.8,122.2,9237800.0,100875.5,1623576.3,454388.8,641.3,490.7,150.7,126500.0,7935.4,62.73,117.0,40.644221,-73.959887,14.0,40.0,514.0,5438460.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8018,2794965,64740.0,44760.0,1927,1,100,149.1,159.5,7.3,0.1,214.4,362823.5,3709.4,1290428.5,369156.2,581.9,462.2,119.8,50530.0,6059.9,119.93,205.3,40.871486,-73.87816,7.0,11.0,425.0,3788299.0000000005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5704,3539197,1443724.0,1205457.0,1975,1,100,83.0,87.9,3.9,0.0,117.4,5854860.2,59910.4,16904232.2,4800136.4,7833.1,6264.4,1568.7,1227482.0,,,113.3,,,,,,5778353.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6591,4506534,135202.0,132202.0,1927,1,100,91.4,91.4,6.4,0.7,141.3,9221195.1,92212.0,2865934.8,839957.3,755.7,489.8,266.0,132202.0,0.0,0.0,141.3,40.829592,-73.919239,4.0,16.0,18302.0,5549487.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,2503855,229720.0,207762.0,1850,1,100,97.9,100.4,17.8,0.1,237.4,1716952.5,17169.5,12927187.6,3703456.8,1669.2,91.2,1578.0,207762.0,,,237.0,40.726009000000005,-74.00751899999999,2.0,3.0,37.0,5259855.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5313,2556696,359602.0,296779.0,1971,1,100,72.3,75.2,4.7,0.1,119.6,3695348.0,36953.5,5059791.2,1423790.7,1541.8,196.3,1345.5,303585.0,,,117.4,40.792699,-73.967128,7.0,7.0,181.0,5332517.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7729,2747968,51116.0,51100.0,1962,1,100,90.2,94.9,5.4,0.1,135.5,309200.0,3092.0,977261.6,277133.6,356.3,265.6,90.7,51100.0,2930.9,57.36,132.1,40.870596,-73.900485,8.0,14.0,26702.0,5509286.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2884,5934995,100000.0,90000.0,1942,1,100,73.3,72.5,8.3,0.4,135.1,4429484.6,44294.8,2897437.8,827126.3,504.2,235.3,268.9,100000.0,5321.6,53.22,137.5,,,,,,12082446.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13996,2795996,107988.0,107988.0,1949,68,100,180.2,,4.8,,,17125175.1,,1753309.7,513865.6,1115.4,952.7,162.7,107988.0,,,222.9,,,,,,5712547.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4124,3118877,105734.0,105734.0,1970,1,100,47.7,49.9,13.8,0.0,151.1,251675.0,2803.2,4787257.9,1464126.1,457.6,13.4,444.3,105734.0,2926.4,27.68,144.7,40.758764,-73.96194,6.0,5.0,10601.0,5620200.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7415,5828598,56160.0,56160.0,1907,1,100,7.3,7.5,0.1,0.1,8.7,389500.0,3992.2,23095.8,6688.5,22.8,20.7,2.1,56160.0,5967.5,106.26,8.6,40.8606,-73.893783,5.0,15.0,39902.0,5614937.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14118,3121066,53252.0,66481.0,1970,1,100,60.5,62.9,4.4,0.4,97.1,2659979.7,28466.6,1016765.8,290785.3,261.3,166.9,94.4,66481.0,2580.8,38.82,95.3,,,,,,5620200.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9960,2810088,106471.0,79720.0,1968,1,100,38.7,43.0,3.4,0.3,69.6,2787019.1,32305.9,1208772.6,354270.9,260.2,148.0,112.2,103220.0,206.8,2.0,65.1,40.727528,-73.936378,1.0,33.0,589.0,5607683.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9294,4046486,191654.0,214700.0,1929,1,100,99.5,109.1,2.7,1.0,133.7,19330301.5,214587.5,2023234.1,576217.4,1214.5,1026.7,187.8,214700.0,,,124.1,40.670229,-73.972163,6.0,39.0,165.0,5422224.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5498,2738340,53297.0,53295.0,1906,1,100,70.2,73.0,3.5,0.0,99.4,121923.3,1219.2,655771.3,187657.5,287.3,226.4,60.9,53295.0,1589.6,29.83,97.2,40.803241,-73.968322,7.0,6.0,195.0,2500307.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8185,2665330,67800.0,67800.0,1929,1,100,90.3,94.0,6.0,0.7,141.6,4674706.8,49749.3,1444547.4,408821.2,382.3,248.3,134.1,67800.0,,,139.3,40.826294,-73.877675,9.0,18.0,5002.0,5364504.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3200,2679755,125030.0,113500.0,1954,1,100,71.9,71.3,4.9,0.5,109.9,6195282.5,61952.8,1965514.7,556787.3,511.5,329.1,182.4,113500.0,2757.3,24.29,111.7,40.781174,-73.98348,7.0,6.0,163.0,5867312.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,2563600,206388.0,185789.0,1908,1,100,63.1,64.9,13.9,0.2,167.0,3021844.4,35855.2,9793440.6,2814691.8,1069.3,160.5,908.8,203096.0,5513.2,27.15,167.0,40.747568,-73.986452,5.0,4.0,76.0,3100410.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7770,3127828,107220.0,107210.0,1927,1,100,78.5,78.3,3.3,0.0,103.2,457045.0,4625.1,1231608.1,353128.3,645.2,530.9,114.3,107210.0,,,103.9,40.874492,-73.901495,8.0,14.0,273.0,5420125.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10759,4938463,156170.0,156170.0,1953,2,100,85.6,92.1,5.0,0.0,129.6,545200.0,5452.0,2763993.1,782742.2,1042.5,786.0,256.5,156170.0,,,124.3,40.648978,-73.980598,7.0,39.0,500.0,5618248.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5530,4944129,205030.0,205030.0,1920,1,100,115.7,125.3,3.2,0.2,151.0,4510123.9,45101.2,2337762.7,665375.7,1728.7,1511.8,216.9,205030.0,,,142.1,40.803351,-73.95241800000001,10.0,9.0,218.0,5614937.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10414,4919630,127764.0,127764.0,1956,1,100,98.7,,5.1,0.8,,10044773.7,107159.5,2222786.1,651461.3,765.4,559.1,206.3,127764.0,6085.4,47.63,139.9,40.655827,-73.937614,17.0,41.0,872.0,1620476.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12662,2736783,78088.0,78078.0,1929,1,100,20.0,18.9,5.1,0.0,56.2,122300.0,1223.0,1437401.0,397391.3,139.9,6.5,133.4,78078.0,,,59.5,,,,,,5421001.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12527,4408625,120000.0,68000.0,1942,1,100,129.0,,5.9,1.2,,7343791.0,82561.3,1426068.7,403667.6,522.4,390.1,132.3,68000.0,5740.6,84.42,179.2,,,,,,5535966.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2667,4624800,1188090.0,921063.0,1972,1,85,119.9,,19.5,,,,,81180122.9,23686417.2,11830.9,0.0,11830.9,1216578.0,,,273.5,40.754688,-73.984241,5.0,4.0,113.0,4816973.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,2430722,303214.0,362151.0,1930,1,100,65.0,66.8,13.7,0.2,167.8,6500892.4,75506.1,17920274.5,5140373.0,2008.3,345.3,1663.0,375494.0,2570.3,6.85,168.0,40.723324,-74.004903,2.0,1.0,47.0,5251967.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12523,4952715,65000.0,75833.0,1939,1,100,66.4,70.6,2.7,0.6,93.4,4025358.4,43694.0,736621.8,206592.6,302.6,234.3,68.4,75833.0,2191.0,28.89,89.9,,,,,,5860320.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6545,4631626,235000.0,235000.0,1971,1,100,70.7,75.7,5.2,0.6,116.9,12418421.0,136023.9,4197321.9,1230164.5,1049.1,659.6,389.5,235000.0,15722.6,66.9,111.6,40.832271,-73.91265200000001,4.0,16.0,175.0,2393793.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10342,3104841,96150.0,96500.0,1967,1,100,6.2,7.1,0.0,0.1,7.7,583796.8,6712.9,13027.6,3818.2,32.2,31.0,1.2,96150.0,369.5,3.83,6.8,40.660140999999996,-73.87333100000001,5.0,42.0,1078.0,3779899.0000000005,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5417,5824999,50820.0,50820.0,1925,1,100,22.0,22.2,5.8,0.0,64.8,118169.4,1217.8,998478.5,295533.5,98.9,6.3,92.7,50820.0,,,64.1,40.801377,-73.965867,7.0,7.0,195.0,2496750.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13086,4408039,93000.0,97650.0,1940,1,100,85.7,94.7,3.3,0.8,122.7,7244621.9,81241.2,1087937.9,318856.3,488.7,387.7,101.0,97650.0,4228.4,43.3,113.3,,,,,,5867312.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11206,2660832,356010.0,356000.0,1948,1,100,86.0,91.3,4.2,0.8,125.5,25366196.1,274469.9,5241990.2,1481839.1,1833.8,1347.3,486.5,356000.0,,,121.1,40.599853,-74.003165,11.0,43.0,286.0,5345217.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4118,2383906,128114.0,136655.0,1927,1,100,52.5,,4.1,0.0,,188985.1,1922.3,1975846.8,554162.3,565.1,381.8,183.4,136655.0,3383.4,24.76,83.9,40.758053000000004,-73.962294,6.0,5.0,10601.0,5896197.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7849,2785426,55226.0,55226.0,1931,1,100,92.4,,3.7,0.4,,2381519.2,23815.2,723398.9,206236.1,343.0,275.9,67.1,55226.0,3744.0,67.79,122.9,40.868614,-73.88482900000001,7.0,15.0,40702.0,5445412.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10441,4403930,92180.0,92180.0,1940,1,100,103.2,108.8,4.3,0.9,145.3,8130299.8,86665.0,1385052.2,400467.8,560.4,431.8,128.5,92180.0,3345.1,36.29,139.8,40.64012,-73.944525,17.0,45.0,830.0,5549487.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7232,3109688,65775.0,65775.0,2003,1,100,68.4,,,,,3641849.7,,1195859.6,,304.4,193.4,111.0,70775.0,4231.7,59.79,107.1,40.843627000000005,-73.92224300000001,4.0,16.0,21302.0,5884407.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6195,2667112,540000.0,350000.0,1924,1,100,85.2,90.6,4.8,0.2,127.3,6657872.5,66578.7,5964697.1,1690638.7,2201.7,1648.2,553.5,350000.0,,,123.1,40.852121000000004,-73.938868,12.0,10.0,273.0,5871285.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2996,2597503,95176.0,80000.0,1927,1,100,57.5,61.2,7.2,0.0,114.0,161203.0,1857.6,2404327.3,681393.4,446.7,223.6,223.1,95000.0,642.6,6.76,112.1,40.769282000000004,-73.992982,4.0,6.0,135.0,3438666.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13870,2805507,152470.0,167717.0,1950,35,100,112.3,119.9,6.4,1.0,171.6,15029924.0,164544.8,3803703.5,1073281.2,1151.3,798.3,353.0,167717.0,,,165.3,,,,,,5246287.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4373,4407796,116499.0,124820.0,1925,1,100,71.2,75.0,6.8,0.0,125.3,142512.1,1425.1,2949923.2,850060.2,711.5,437.7,273.8,124820.0,,,122.3,40.772194,-73.963015,8.0,4.0,128.0,5894753.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4628,4536730,54096.0,56800.0,1960,1,100,11.8,11.6,2.9,0.0,32.9,92300.0,947.4,577498.1,165397.5,58.5,4.9,53.6,56800.0,1995.8,35.14,33.6,40.768704,-73.952382,8.0,5.0,132.0,5861548.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2695,8604,565000.0,577534.0,1989,1,95,62.2,65.4,12.0,0.0,157.7,374132.2,3741.3,23575937.0,6909711.1,3004.5,19.9,2984.6,577534.0,,,153.9,40.758309999999994,-73.982504,5.0,4.0,125.0,10693501.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5292,3129683,60290.0,56831.0,2006,1,100,63.4,66.9,7.0,0.4,120.4,2235223.7,24363.0,1365048.1,400072.7,245.4,118.7,126.7,56831.0,,,116.7,40.802329,-73.95043299999999,10.0,9.0,218.0,5615837.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5376,2665433,94455.0,100752.0,1926,1,100,79.7,86.8,4.0,0.0,117.1,222476.0,2263.5,1386536.1,406370.4,623.8,495.1,128.7,100752.0,3369.2,33.44,109.9,40.796018,-73.972638,7.0,6.0,183.0,5871285.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
